book,scene_id,chapter_slug,line_start,line_end,slug_text,pov,time_marker,asserted_location,is_slug
2,s147-designing-churches-they-were-building-eight-chamber,chapter-ten,3288,3339,"designing churches. They were building eight-chamber resonance",Blake,"","They were building eight-chamber resonance",true
2,s148-the-chamber-produces-the-right-frequency-environment,chapter-ten,3340,3350,"the chamber produces the right frequency environment, and the person",Andrew,"","the chamber produces the right frequency environment, and the person",true
2,s149-in-my-garage-subtropolis-is-the-full-scale-site-b,chapter-ten,3351,3351,"\"In my garage. SubTropolis is the full-scale site, but I need proof of",Andrew,"","SubTropolis is the full-scale site, but I need proof of",true
2,s150-concept-before-i-commit-foundation-resources-a-pau,chapter-ten,3352,3361,"concept before I commit Foundation resources.\" A pause. \"Nadia would",Andrew,"","concept before I commit Foundation resources.\" A pause",true
2,s151-blake-the-scale-model-is-concrete-the-strahov-pag,chapter-ten,3362,3369,"\"Blake, the scale model IS concrete. The Strahov pages ARE",Andrew,"","The Strahov pages ARE",true
2,s152-without-her-the-research-the-chamber-the-demonstr,chapter-ten,3370,3379,"Without her. The research, the chamber, the demonstration, all of it, I",Andrew,"","The research, the chamber, the demonstration, all of it, I",true
2,s153-blake-looked-at-the-rendering-on-his-screen-the-cha,chapter-ten,3380,3391,"Blake looked at the rendering on his screen. The chamber, beautiful",Andrew,"","The chamber, beautiful",true
2,s154-was-still-in-prague-eva-ern-had-connected-him-wit,chapter-ten,3392,3401,"was still in Prague. Eva Černá had connected him with a",Andrew,"","was still in Prague",true
2,s155-polymer-sourced-from-a-materials-science-lab-at-umkc,chapter-ten,3402,3426,"polymer sourced from a materials science lab at UMKC. The polymer's",Blake,"","polymer sourced from a materials science lab at UMKC",true
2,s156-she-wasn-t-wrong-the-cave-the-chamber-the-foundat,chapter-ten,3427,3438,"She wasn't wrong. The cave, the chamber, the Foundation, Blake's",Blake,"","The cave, the chamber, the Foundation, Blake's",true
2,s157-repurposed-as-laboratory-equipment-he-was-aware-of,chapter-ten,3439,3504,"repurposed as laboratory equipment. He was aware of the symbolism.",Blake,"","repurposed as laboratory equipment",true
2,s158-purchased-four-years-before-his-death-the-foundatio,chapter-eleven,3505,3515,"purchased four years before his death. The Foundation occupied the",Nadia,"","The Foundation occupied the",true
2,s159-when-the-chamber-activated-she-didn-t-hear-harmonic,chapter-eleven,3516,3534,"When the chamber activated, she didn't hear harmonics. She felt",Nadia,"","When the chamber activated, she didn't hear harmonics",true
2,s160-generation-raised-in-overland-park-she-had-applied,chapter-eleven,3535,3536,"generation, raised in Overland Park. She had applied to the Foundation's",Nadia,"","generation, raised in Overland Park",true
2,s161-knowing-what-the-foundation-actually-studied-her-ap,chapter-eleven,3537,3631,"knowing what the Foundation actually studied. Her application essay on",Nadia,"","knowing what the Foundation actually studied",true
2,s162-experience-in-different-language-so-had-the-strahov,chapter-eleven,3632,3694,"experience in different language. So had the Strahov parchment, in",Yuki,"","So had the Strahov parchment, in",true
2,s163-prague-the-photograph-of-the-second-strahov-cymatic,chapter-eleven,3695,3729,"Prague. The photograph of the second Strahov cymatics disc.",Blake,"","Prague",true
2,s164-yuki-had-used-in-the-laboratory-chair-recognition-t,chapter-eleven,3730,3752,"Yuki had used in the laboratory chair. Recognition that the form she was",Blake,"","Yuki had used in the laboratory chair",true
2,s165-the-apartment-that-felt-like-hers-again-the-relief,chapter-eleven,3753,3771,"The apartment that felt like hers again. The relief that made her feel",Blake,"","The apartment that felt like hers again",true
2,s166-occupied-by-her-own-work-foundation-reports-candid,chapter-eleven,3772,3781,"occupied by her own work. Foundation reports, candidate assessments,",Blake,"","Foundation reports, candidate assessments,",true
2,s167-he-replied-at-4-am-her-time-which-meant-morning-in,chapter-eleven,3782,3798,"He replied at 4 AM her time, which meant morning in Prague: I",Blake,"4 AM","He replied at 4 AM her time, which meant morning in Prague: I",true
2,s168-she-scheduled-the-call-for-saturday-morning-because,chapter-twelve,3799,3800,"She scheduled the call for Saturday morning because Saturday was the",Blake,"morning","",true
2,s169-9-am-kansas-city-4-pm-prague-she-used-the-foundati,chapter-twelve,3801,3814,"9 AM Kansas City, 4 PM Prague. She used the Foundation's",Blake,"9 AM","She used the Foundation's",true
2,s170-foundation-organization-was-how-she-loved-blake-mas,chapter-twelve,3815,3822,"Foundation. Organization was how she loved Blake Masters, by creating",Blake,"","Foundation",true
2,s171-she-showered-dressed-made-coffee-in-the-kitchen-wh,chapter-twelve,3823,3826,"She showered. Dressed. Made coffee in the kitchen where Blake",Blake,"","Made coffee in the kitchen where Blake",true
2,s172-masters-foundation-est-2024-printed-in-the-clean-sa,chapter-twelve,3827,3836,"MASTERS FOUNDATION est. 2024 printed in the clean sans-serif",Blake,"","MASTERS FOUNDATION est",true
2,s173-rarely-understood-hair-up-was-foundation-nadia-com,chapter-twelve,3837,3907,"rarely understood. Hair up was Foundation Nadia: competent,",Blake,"","Hair up was Foundation Nadia: competent,",true
2,s174-she-was-not-enough-the-foundation-was-not-enough-t,chapter-twelve,3908,3912,"She was not enough. The Foundation was not enough. The calls",Blake,"","The Foundation was not enough",true
2,s175-tell-me-about-prague-she-said-because-she-was-a,chapter-twelve,3913,3916,"\"Tell me about Prague,\" she said. Because she was a professional",Blake,"","\"Tell me about Prague,\" she said",true
2,s176-he-told-her-about-prague-not-everything-she-d-lear,chapter-twelve,3917,3935,"He told her about Prague. Not everything, she'd learned to hear the",Blake,"","He told her about Prague",true
2,s177-when-he-finished-she-told-him-about-the-foundation,chapter-twelve,3936,3953,"When he finished, she told him about the Foundation. The",Blake,"","When he finished, she told him about the Foundation",true
2,s178-metrics-since-the-first-chamber-session-nine-months,chapter-twelve,3954,4002,"metrics since the first chamber session. Nine months of sustained",Blake,"","metrics since the first chamber session",true
2,s179-will-take-months-i-ll-need-to-stay-in-prague-to-mai,chapter-twelve,4003,4067,"will take months. I'll need to stay in Prague to maintain the institutional",Blake,"","I'll need to stay in Prague to maintain the institutional",true
2,s180-obstruct-the-foundation-and-you-would-have-been-rig,chapter-twelve,4068,4083,"obstruct the Foundation. And you would have been right.\" She let the",Blake,"","obstruct the Foundation",true
2,s181-the-manuscripts-are-extraordinary-but-if-the-found,chapter-twelve,4084,4097,"\"The manuscripts are extraordinary. But if the Foundation doesn't",Blake,"","But if the Foundation doesn't",true
2,s182-architecture-if-you-stop-now-you-ll-lose-the-threa,chapter-twelve,4098,4113,"architecture, if you stop now, you'll lose the thread. And the Foundation",Blake,"","And the Foundation",true
2,s183-and-ended-the-call,chapter-twelve,4114,4127,"And ended the call.",Blake,"","",true
2,s184-she-stood-up-went-to-the-kitchen-poured-a-glass-of,chapter-twelve,4128,4160,"She stood up. Went to the kitchen. Poured a glass of water, not",Blake,"","Went to the kitchen",true
2,s185-chapter-thirteen,chapter-thirteen,4161,4189,"CHAPTER THIRTEEN",Blake,"","",true
2,s186-top-of-it-kofi-asante-behind-the-wheel-arm-out-the,chapter-thirteen,4190,4197,"top of it. Kofi Asante behind the wheel, arm out the window, grinning",Blake,"","Kofi Asante behind the wheel, arm out the window, grinning",true
2,s187-the-drive-to-the-volta-region-took-seven-hours-they,chapter-thirteen,4198,4228,"The drive to the Volta Region took seven hours. They talked for six of",Blake,"","The drive to the Volta Region took seven hours",true
2,s188-never-entered-a-chamber-she-has-never-heard-the-wor,chapter-thirteen,4229,4317,"never entered a chamber. She has never heard the word harmonic used",Blake,"","never entered a chamber",true
2,s189-not-with-the-sharp-recognition-of-iceland-with-some,chapter-thirteen,4318,4320,"Not with the sharp recognition of Iceland. With something softer.",Blake,"","Not with the sharp recognition of Iceland",true
2,s190-in-the-iceland-chambers-was-crystalline-precise-sh,chapter-thirteen,4321,4378,"in the Iceland chambers was crystalline, precise, sharp-edged. This",Blake,"","in the Iceland chambers was crystalline, precise, sharp-edged",true
2,s191-0-3-hz-the-distance-between-prague-and-ho-between,chapter-thirteen,4379,4380,"0.3 Hz. The distance between Prague and Ho. Between basalt and",Blake,"","The distance between Prague and Ho",true
2,s192-three-days-seven-caves-blake-and-kofi-mapped-them,chapter-thirteen,4381,4412,"Three days. Seven caves. Blake and Kofi mapped them all, moving",Blake,"","",true
2,s193-evening-the-laterite-landscape-in-amber-light-the,chapter-thirteen,4413,4464,"Evening. The laterite landscape in amber light, the color Blake had felt",Blake,"Evening","",true
2,s194-ama-ata-asante-ninety-one-years-old-four-feet-ten,chapter-fourteen,4465,4579,"Ama Ata Asante. Ninety-one years old. Four feet ten inches. The",Blake,"","Ama Ata Asante",true
2,s195-evening-the-seven-caves-plotted-on-a-hand-drawn-map,chapter-fourteen,4580,4608,"Evening. The seven caves plotted on a hand-drawn map that Kofi had",Blake,"Evening","",true
2,s196-the-monks-in-prague-heard-it-in-basalt-the-drummers,chapter-fourteen,4609,4650,"The monks in Prague heard it in basalt. The drummers in Ghana",Blake,"","The monks in Prague heard it in basalt",true
2,s197-back-in-iceland-the-cottage-felt-cold-after-ghana,chapter-fifteen,4651,4656,"Back in Iceland. The cottage felt cold after Ghana.",Blake,"","Back in Iceland",true
2,s198-lantern-breitling-on-the-desk-blake-had-changed-g,chapter-fifteen,4657,4671,"lantern, Breitling on the desk. Blake had changed. Ghana had retuned",Blake,"","Ghana had retuned",true
2,s199-blake-entered-the-eighth-chamber,chapter-fifteen,4672,4677,"Blake entered the eighth chamber.",Blake,"","Blake entered the eighth chamber.",true
2,s200-three-hours-passed-normally-the-basalt-chamber-at-1,chapter-fifteen,4678,4720,"Three hours passed normally. The basalt chamber at 111.2 Hz, the",Blake,"","The basalt chamber at 111.2 Hz, the",true
2,s201-eleven-minutes,chapter-fifteen,4721,4806,"Eleven minutes.",Andrew,"","",true
2,s202-andrew-was-quiet-for-a-long-time-the-basalt-chamber,chapter-fifteen,4807,4856,"Andrew was quiet for a long time. The basalt chamber behind them",Andrew,"","The basalt chamber behind them",true
2,s203-blake-masters-walked-back-to-the-stone-cottage-trem,chapter-fifteen,4857,4900,"Blake Masters walked back to the stone cottage, trembling, whole.",Nadia,"","Blake Masters walked back to the stone cottage, trembling, whole.",true
2,s204-ms-volkov-you-are-the-institutional-administrator,chapter-sixteen,4901,4936,"\"Ms. Volkov. You are the institutional administrator of the Masters",Holt,"","",true
2,s205-cognigenics-activation-your-foundation-s-protocol-w,chapter-sixteen,4937,5054,"Cognigenics activation. Your Foundation's protocol was the basis for",Holt,"","Your Foundation's protocol was the basis for",true
2,s206-a-pause-iceland-breathing-is-that-bad,chapter-sixteen,5055,5109,"A pause. Iceland breathing. \"Is that bad?\"",Blake,"","Iceland breathing",true
2,s207-that-amalgam-production-required-the-strahov-corres,chapter-seventeen,5110,5133,"that amalgam production required. The Strahov correspondence",Blake,"","The Strahov correspondence",true
2,s208-the-specchi-family-active-on-murano-from-approximat,chapter-seventeen,5134,5145,"The Specchi family. Active on Murano from approximately 1340 to",Blake,"","Active on Murano from approximately 1340 to",true
2,s209-unusual-for-murano-craftsmen-the-standard-practice,chapter-seventeen,5146,5152,"\"Unusual for Murano craftsmen. The standard practice was to ship",Blake,"","\"Unusual for Murano craftsmen",true
2,s210-construction-of-st-francis-parish-in-the-west-botto,chapter-seventeen,5153,5172,"construction of St. Francis Parish in the West Bottoms. Twenty-seven",Blake,"","Francis Parish in the West Bottoms",true
2,s211-disc-the-chamber-specifications-describe-focusing,chapter-seventeen,5173,5180,"disc. \"The chamber specifications describe focusing surfaces. But they",Blake,"","\"The chamber specifications describe focusing surfaces",true
2,s212-a-guild-within-a-guild-the-specchi-had-operated-ins,chapter-seventeen,5181,5197,"A guild within a guild. The Specchi had operated inside the Murano",Blake,"","The Specchi had operated inside the Murano",true
2,s213-chartres-gives-you-the-frequency-the-chamber-with,chapter-seventeen,5198,5205,"Chartres gives you the frequency. The chamber, with the mirrors, gives",Blake,"","The chamber, with the mirrors, gives",true
2,s214-venice-itself-was-a-mirror-chamber-a-city-built-on,chapter-seventeen,5206,5236,"Venice itself was a mirror chamber. A city built on the principle of",Blake,"","Venice itself was a mirror chamber",true
2,s215-the-chamber-needed-mirrors-the-foundation-had-candi,chapter-seventeen,5237,5274,"The chamber needed mirrors. The Foundation had candidates. And",Blake,"","The chamber needed mirrors",true
2,s216-lethal-her-argument-was-simple-the-foundation-s-fi,chapter-eighteen,5275,5340,"lethal. Her argument was simple: the Foundation's fifty-two-week",Nadia,"","Her argument was simple: the Foundation's fifty-two-week",true
2,s217-he-did-not-email-he-called-the-foundation-s-main-l,chapter-eighteen,5341,5398,"He did not email, he called. The Foundation's main line, not Nadia's",Andrew,"","The Foundation's main line, not Nadia's",true
2,s218-she-opened-her-email-composed-a-message-to-the-foun,chapter-eighteen,5399,5407,"She opened her email. Composed a message to the Foundation's",Blake,"","Composed a message to the Foundation's",true
2,s219-she-sent-it-closed-the-laptop-the-foundation-humme,chapter-eighteen,5408,5408,"She sent it. Closed the laptop. The Foundation hummed around",Blake,"","The Foundation hummed around",true
2,s220-her-the-server-room-the-hvac-the-stairwell-light,chapter-eighteen,5409,5480,"her, the server room, the HVAC, the stairwell light. The frequency of a",Blake,"","her, the server room, the HVAC, the stairwell light",true
2,s221-that-evening-the-cottage-blake-was-in-the-eighth-c,chapter-nineteen,5481,5533,"That evening. The cottage. Blake was in the eighth chamber, a scheduled",Blake,"evening","The cottage",true
2,s222-between-the-control-module-and-the-chamber-felt-too,chapter-nineteen,5534,5626,"between the control module and the chamber felt too large. His",Blake,"","between the control module and the chamber felt too large",true
2,s223-field-was-dark-july-dark-which-in-iceland-meant-a,chapter-nineteen,5627,5645,"field was dark. July dark, which in Iceland meant a deep blue rather than",Blake,"July","Iceland",true
2,s224-chapter-twenty,chapter-twenty,5646,5753,"CHAPTER TWENTY",Blake,"","",true
2,s225-august-was-the-month-when-iceland-s-endless-summer-d,chapter-twenty,5754,5799,"August was the month when Iceland's endless summer daylight started",Blake,"August","Iceland",true
2,s226-chamber-he-paused-in-the-chamber-your-cardiac,chapter-twenty,5800,5824,"chamber -\" He paused. \"In the chamber, your cardiac rhythm was in",Blake,"","chamber -\" He paused",true
2,s227-that-evening-blake-sat-alone-at-the-desk-andrew-ha,chapter-twenty,5825,5826,"That evening, Blake sat alone at the desk. Andrew had gone to his room,",Blake,"evening","",true
2,s228-not-answering-a-stanford-email-blake-didn-t-know-abo,chapter-twenty,5827,5855,"not answering a Stanford email Blake didn't know about. The cottage",Blake,"","The cottage",true
2,s229-deployed-in-senate-hearings-and-phone-calls-with-jes,chapter-twenty,5856,5880,"deployed in Senate hearings and phone calls with Jesuits. A different",Blake,"","deployed in Senate hearings and phone calls with Jesuits",true
2,s230-stairwell-light-buzzed-in-iceland-the-wind-pressed,chapter-twenty,5881,5923,"stairwell light buzzed. In Iceland, the wind pressed. Between them, the",Blake,"","In Iceland, the wind pressed",true
2,s231-stone-cottage-morning-coffee,chapter-twenty-one,5924,5924,"Stone cottage. Morning. Coffee.",Blake,"Morning","Stone cottage",true
2,s232-september-the-icelandic-light-had-crossed-the-equin,chapter-twenty-one,5925,5997,"September. The Icelandic light had crossed the equinox, the days",Blake,"September","",true
2,s233-hands-since-the-strahov-crypt-the-frequency-he-had,chapter-twenty-one,5998,6003,"hands since the Strahov crypt. The frequency he had traveled across",Nadia,"","hands since the Strahov crypt",true
2,s234-continents-to-find-prague-venice-iceland-ghana,chapter-twenty-one,6004,6029,"continents to find. Prague, Venice, Iceland, Ghana. Six years. Hundreds",Nadia,"","Prague, Venice, Iceland, Ghana",true
2,s235-body-as-resonance-chamber-jesus-was-not-speaking-to,chapter-twenty-one,6030,6045,"body as resonance chamber. Jesus was not speaking to sinners. He was",Nadia,"","body as resonance chamber",true
2,s236-9-pm-the-call,chapter-twenty-one,6046,6141,"9 PM. The call.",Blake,"9 PM","",true
2,s237-the-stone-cottage-the-pile-of-grimoires-on-the-desk,chapter-twenty-one,6142,6167,"The stone cottage. The pile of grimoires on the desk. Ars Notoria,",Blake,"","The stone cottage",true
2,s238-chapter-twenty-two,chapter-twenty-two,6168,6185,"CHAPTER TWENTY-TWO",Blake,"","",true
2,s239-same-seven-hour-road-from-accra-to-the-volta-region,chapter-twenty-two,6186,6197,"same seven-hour road from Accra to the Volta Region. Nadia sat in the",Blake,"","same seven-hour road from Accra to the Volta Region",true
2,s240-nadia-looked-at-him-kofi-asante-mid-thirties-the,chapter-twenty-two,6198,6251,"Nadia looked at him. Kofi Asante, mid-thirties, the University of",Blake,"","Kofi Asante, mid-thirties, the University of",true
2,s241-broadcasting-since-strahov-she-felt-it-in-her-chest,chapter-twenty-two,6252,6252,"broadcasting since Strahov. She felt it in her chest. The space between",Nadia,"","broadcasting since Strahov",true
2,s242-the-ribs-the-resonance-chamber-that-evolution-had-b,chapter-twenty-two,6253,6297,"the ribs. The resonance chamber that evolution had built for breathing",Nadia,"","The resonance chamber that evolution had built for breathing",true
2,s243-passage-at-the-midpoint-the-chamber-at-the-end-it,chapter-twenty-two,6298,6316,"passage at the midpoint, the chamber at the end, it's designed. Not by",Nadia,"","passage at the midpoint, the chamber at the end, it's designed",true
2,s244-that-evening-ama-ata-s-compound-the-mango-tree-th,chapter-twenty-two,6317,6358,"That evening. Ama Ata's compound. The mango tree. The same chair.",Nadia,"evening","",true
2,s245-late-the-guest-room-in-kofi-s-compound-a-small-roo,chapter-twenty-two,6359,6360,"Late. The guest room in Kofi's compound, a small room, cement walls,",Blake,"","",true
2,s246-volta-night-the-sounds-of-insects-a-constant-mult,chapter-twenty-two,6361,6395,"Volta night. The sounds of insects, a constant, multi-layered drone that",Blake,"night","Volta night",true
2,s247-foundation-not-in-the-orphanage-in-herself-in-the,chapter-twenty-two,6396,6404,"Foundation. Not in the orphanage. In herself. In the body that counted",Blake,"","Foundation",true
2,s248-she-closed-her-eyes-the-volta-night-hummed-the-ins,chapter-twenty-two,6405,6423,"She closed her eyes. The Volta night hummed. The insects sang",Blake,"night","The Volta night hummed",true
2,s249-october-the-cottage-smelled-of-october-the-particu,chapter-twenty-three,6424,6478,"October. The cottage smelled of October, the particular mix of cold air",Blake,"October","The cottage smelled of October, the particular mix of cold air",true
2,s250-you-and-me-nadia-the-foundation-iceland-the-ent,chapter-twenty-three,6479,6602,"\"You and me. Nadia. The Foundation. Iceland. The entire fragile",Andrew,"","The Foundation",true
2,s251-dirksen-106-november-the-hearing-room-smelled-the,chapter-twenty-four,6603,6613,"Dirksen 106. November. The hearing room smelled the same,",Nadia,"November","The hearing room smelled the same,",true
2,s252-different-she-was-different-ghana-was-in-her-now-t,chapter-twenty-four,6614,6633,"different. She was different. Ghana was in her now the way Iceland was",Teresa,"","Ghana was in her now the way Iceland was",true
2,s253-teresa-opened-the-folder-the-sound-of-paper-against,chapter-twenty-four,6634,6677,"Teresa opened the folder. The sound of paper against a Senate",Holt,"","The sound of paper against a Senate",true
2,s254-frequency-foundation-s-protocol-as-a-preparation-s,chapter-twenty-four,6678,6687,"Frequency Foundation's protocol as a 'preparation' system. You used the",Nadia,"","Frequency Foundation's protocol as a 'preparation' system",true
2,s255-the-frequency-is-geological-every-stone-chamber-on,chapter-twenty-four,6688,6692,"\"The frequency is geological. Every stone chamber on earth with",Nadia,"","Every stone chamber on earth with",true
2,s256-al-saflieni-produces-it-the-crypt-at-strahov-monas,chapter-twenty-four,6693,6693,"Ħal-Saflieni produces it. The crypt at Strahov Monastery produces it.",Nadia,"","The crypt at Strahov Monastery produces it.",true
2,s257-the-laterite-caves-of-the-volta-region-in-ghana-prod,chapter-twenty-four,6694,6834,"The laterite caves of the Volta Region in Ghana produce it. The earth",Nadia,"","The laterite caves of the Volta Region in Ghana produce it",true
2,s258-the-kitchen-table-late-november-two-weeks-after-th,chapter-twenty-four,6835,6868,"The kitchen table. Late November. Two weeks after the hearing.",Blake,"November","The kitchen table",true
2,s259-to-ghana-to-the-caves-to-ama-ata-i-held-the-entr,chapter-twenty-four,6869,6879,"“To Ghana. To the caves. To Ama Ata. I held the entrance at every",Blake,"","“To Ghana",true
2,s260-andrew-can-monitor-from-iceland-she-said-the-sa,chapter-twenty-four,6880,6891,"“Andrew can monitor from Iceland,” she said. “The satellite uplink",Blake,"","“Andrew can monitor from Iceland,” she said",true
2,s261-she-picked-up-her-coffee-the-prague-gesture-both-h,chapter-twenty-four,6892,6919,"She picked up her coffee. The Prague gesture, both hands around",Blake,"","The Prague gesture, both hands around",true
2,s262-november-light-and-understood-that-the-next-chamber,chapter-twenty-four,6920,6939,"November light and understood that the next chamber would be",Blake,"November","chamber",true
2,s263-the-call-ended-blake-sat-in-the-kitchen-the-novemb,chapter-twenty-four,6940,6940,"The call ended. Blake sat in the kitchen. The November light had",Blake,"November","Blake sat in the kitchen",true
2,s264-reached-the-sugar-bowl-the-apartment-hummed-its-lim,chapter-twenty-four,6941,6945,"reached the sugar bowl. The apartment hummed its limestone fundamental,",Blake,"","The apartment hummed its limestone fundamental,",true
2,s265-december-ghana-the-laterite-the-warm-cave-the-wi,chapter-twenty-four,6946,6952,"December. Ghana. The laterite. The warm cave. The wife who was",Blake,"December","Ghana",true
2,s266-chapter-twenty-five,chapter-twenty-five,6953,6955,"CHAPTER TWENTY-FIVE",Blake,"","",true
2,s267-december-the-volta-region-did-not-do-december-the-w,chapter-twenty-five,6956,6956,"December. The Volta Region did not do December the way Iceland did",Blake,"December","The Volta Region did not do December the way Iceland did",true
2,s268-december-december-in-the-volta-was-dry-the-harmatt,chapter-twenty-five,6957,6989,"December. December in the Volta was dry, the harmattan season, the",Blake,"December","Volta",true
2,s269-watcher-position-the-position-that-andrew-occupied,chapter-twenty-five,6990,7005,"watcher position. The position that Andrew occupied in Iceland and that",Andrew,"","The position that Andrew occupied in Iceland and that",true
2,s270-all-bands-normal-low-amplitude-beta-as-expected-p,chapter-twenty-five,7006,7018,"\"All bands normal. Low-amplitude beta, as expected prior to",Blake,"","",true
2,s271-mine-andrew-monitors-from-iceland-i-monitor-from,chapter-twenty-five,7019,7020,"\"Mine. Andrew monitors from Iceland. I monitor from the",Blake,"","Andrew monitors from Iceland",true
2,s272-exposure-without-full-lab-support-if-your-cardiac-d,chapter-twenty-five,7021,7034,"exposure without full lab support. If your cardiac drops below forty, we",Blake,"","exposure without full lab support",true
2,s273-body-he-walked-the-two-hundred-meters-to-the-chambe,chapter-twenty-five,7035,7038,"body. He walked the two hundred meters to the chamber. The cave",Blake,"","He walked the two hundred meters to the chamber",true
2,s274-the-chamber,chapter-twenty-five,7039,7194,"The chamber.",Blake,"","The chamber.",true
2,s275-evening-each-cortical-region-releasing-the-shared-f,chapter-twenty-five,7195,7207,"evening. Each cortical region releasing the shared frequency at its own",Blake,"evening","",true
2,s276-the-volta-sky-amber-with-harmattan-dust-the-aftern,chapter-twenty-five,7208,7246,"The Volta sky, amber with harmattan dust. The afternoon light,",Blake,"afternoon","The Volta sky, amber with harmattan dust",true
2,s277-the-stone-cottage-december-winter-dark,chapter-twenty-six,7247,7278,"The stone cottage. December. Winter dark.",Blake,"December","The stone cottage",true
2,s278-9-pm-the-last-call,chapter-twenty-six,7279,7310,"9 PM. The last call.",Blake,"9 PM","",true
2,s279-silence-the-satellite-delay-the-wind-against-the-c,chapter-twenty-six,7311,7366,"Silence. The satellite delay. The wind against the cottage walls.",Blake,"","The wind against the cottage walls.",true
2,s280-midnight-the-cottage,chapter-twenty-six,7367,7392,"Midnight. The cottage.",Blake,"Midnight","The cottage.",true
2,s281-the-volta-dust-playing-drums-they-were-here-his-fa,chapter-twenty-six,7393,7444,"the Volta dust playing drums, they were here. His father, who had not",Blake,"","the Volta dust playing drums, they were here",true
2,s282-a-trembling-man-in-a-lava-field-in-iceland-in-decemb,chapter-twenty-six,7445,7448,"A trembling man in a lava field in Iceland in December in the dark.",Nadia,"December","A trembling man in a lava field in Iceland in December in the dark.",true
2,s283-awake-counting-something-somewhere-in-the-stone-co,chapter-twenty-six,7449,7449,"awake, counting something. Somewhere in the stone cottage, Andrew",Andrew,"","Somewhere in the stone cottage, Andrew",true
2,s284-was-backing-up-data-somewhere-in-the-volta-region,chapter-twenty-six,7450,7463,"was backing up data. Somewhere in the Volta Region, Kofi's",,"","Somewhere in the Volta Region, Kofi's",true
3,s001-prologue,prologue,10,10,"PROLOGUE",Blake,"","",true
3,s002-the-listening-m-rdalsj-kull,prologue,11,15,"THE LISTENING. MÝRDALSJÖKULL,",Blake,"","MÝRDALSJÖKULL,",true
3,s003-and-never-explained-it-came-in-the-cave-in-strahov,prologue,16,30,"and never explained. It came in the cave in Strahov, in the room beneath Bohemia, in",Blake,"","It came in the cave in Strahov, in the room beneath Bohemia, in",true
3,s004-there-is-no-manuscript-here-there-is-no-chamber-th,prologue,31,52,"There is no manuscript here. There is no chamber. There is no instrument. There is",Blake,"","There is no chamber",true
3,s005-the-quality-hill-apartment-kansas-city-november-t,chapter-one,53,63,"The Quality Hill apartment. Kansas City. November. The key",Blake,"November","The Quality Hill apartment",true
3,s006-the-apartment-was-clean-the-apartment-was-empty-th,chapter-one,64,76,"The apartment was clean. The apartment was empty. These are different",Blake,"","The apartment was clean",true
3,s007-the-apartment-had-a-frequency-blake-could-feel-it,chapter-one,77,77,"The apartment had a frequency. Blake could feel it, feel it, not hear it,",Blake,"","The apartment had a frequency",true
3,s008-the-distinction-mattering-now-in-a-way-it-hadn-t-bef,chapter-one,78,80,"the distinction mattering now in a way it hadn't before Iceland. The",Blake,"","the distinction mattering now in a way it hadn't before Iceland",true
3,s009-buzz-and-beneath-all-of-that-the-foundation-itself,chapter-one,81,82,"buzz. And beneath all of that, the foundation itself: Kansas City",Blake,"","And beneath all of that, the foundation itself: Kansas City",true
3,s010-this-particular-apartment-under-this-particular-life,chapter-one,83,83,"this particular apartment under this particular life. 109 Hz. Not the Strahov",Blake,"","this particular apartment under this particular life",true
3,s011-specification-not-the-iceland-basalt-not-the-volta,chapter-one,84,105,"specification. Not the Iceland basalt. Not the Volta laterite. The apartment's",Blake,"","Not the Iceland basalt",true
3,s012-the-breitling-he-had-told-himself-that-night-in-th,chapter-one,106,124,"The Breitling. He had told himself, that night in the cottage, that he",Blake,"night","He had told himself, that night in the cottage, that he",true
3,s013-sink-in-this-apartment-on-this-counter-william-s-m,chapter-one,125,130,"sink in this apartment, on this counter. William's mechanism. James's",Blake,"","sink in this apartment, on this counter",true
3,s014-he-poured-the-coffee-into-the-same-mug-from-the-firs,chapter-one,131,131,"He poured the coffee into the same mug from the first book. Sat at",Blake,"","",true
3,s015-the-kitchen-table,chapter-one,132,137,"the kitchen table.",Blake,"","the kitchen table.",true
3,s016-the-cymatics-just-a-man-in-an-apartment-at-a-tabl,chapter-one,138,162,"the cymatics. Just a man, in an apartment, at a table, at 7:14 AM on a Tuesday",Blake,"14 AM","Just a man, in an apartment, at a table, at 7:14 AM on a Tuesday",true
3,s017-he-came-in-anyway-sat-at-the-kitchen-table-and-pour,chapter-one,163,169,"He came in anyway. Sat at the kitchen table and poured himself a",Blake,"","Sat at the kitchen table and poured himself a",true
3,s018-they-sat-for-a-while-the-kitchen-was-quiet-marcus,chapter-one,170,191,"They sat for a while. The kitchen was quiet. Marcus looked at",Blake,"","The kitchen was quiet",true
3,s019-night-in-iceland-the-kind-of-confession-that-happen,chapter-one,192,311,"night in Iceland, the kind of confession that happens when the",Blake,"night","Iceland",true
3,s020-it-sounds-like-a-cathedral-from-the-inside,chapter-two,312,313,"\"It sounds like a cathedral. From the inside.\"",Blake,"","\"It sounds like a cathedral",true
3,s021-it-sounds-like-being-inside-a-cathedral-not-listen,chapter-two,314,324,"\"It sounds like being inside a cathedral. Not listening to a cathedral,",Blake,"","\"It sounds like being inside a cathedral",true
3,s022-geometrically-the-dome-to-nave-ratio-of-chartres-ca,chapter-two,325,328,"geometrically. The dome-to-nave ratio of Chartres Cathedral: 1.618, the",Blake,"","The dome-to-nave ratio of Chartres Cathedral: 1.618, the",true
